property_size,longitude,latitude,total_floor,BHK_type_encoded,bathroom,locality_encoded,furnishing_encoded,floor,parking_encoded
1194.0,77.73876294,12.96707717,5.0,1,2.0,775,2,1.0,1
1200.0,77.50535668,12.97566276,3.0,2,2.0,64,2,1.0,0
1847.0,77.6884818,12.9203309,9.0,2,3.0,47,0,7.0,0
600.0,77.51949033,12.95849792,4.0,0,1.0,170,2,1.0,3
700.0,77.585513,12.90546572,4.0,1,2.0,337,2,2.0,3
850.0,77.614948,12.9667581,2.0,1,2.0,755,2,1.0,1
1200.0,77.53545956,12.9808275,2.0,1,2.0,763,2,1.0,3
950.0,77.511326,12.95951,2.0,1,2.0,530,2,2.0,0
650.0,77.5553629,12.9925127,2.0,1,1.0,606,1,1.0,3
1250.0,77.6121151,12.90920043,4.0,2,4.0,89,2,1.0,3
600.0,77.70194494,12.99346483,4.0,0,1.0,484,2,1.0,3
550.0,77.56545204,12.9074965,2.0,0,1.0,456,1,0.0,2
1100.0,77.6970194,12.9095521,4.0,1,2.0,354,2,2.0,0
600.0,77.61353575,12.9123662,2.0,1,2.0,89,2,1.0,3
900.0,77.71437457,12.95695089,4.0,1,2.0,458,2,2.0,0
1450.0,77.5846902,12.96528131,0.0,3,2.0,538,2,0.0,2
1230.0,77.51308148,12.95940201,0.0,1,2.0,539,2,0.0,0
1100.0,77.7375439,12.9775515,4.0,1,2.0,775,2,1.0,0
300.0,77.64831638,12.96077131,1.0,0,1.0,432,1,1.0,3
400.0,77.65640236,12.95557926,4.0,0,1.0,386,2,4.0,3
1000.0,77.52637352,12.96140679,1.0,1,2.0,72,2,0.0,0
1350.0,77.74351501,12.98038769,4.0,1,2.0,776,2,4.0,0
1000.0,77.60577,12.909825,2.0,1,1.0,89,2,1.0,3
1400.0,80.16092132,12.95724555,4.0,0,3.0,570,0,0.0,0
1000.0,77.55863245,12.94521562,2.0,1,2.0,290,2,1.0,0
400.0,77.70575099,12.9823205,4.0,0,2.0,218,2,1.0,2
1600.0,77.54022798,12.90878575,4.0,2,3.0,182,2,1.0,0
2100.0,77.5244424,12.9612922,7.0,2,3.0,72,2,6.0,0
1500.0,77.59947688,12.91739881,1.0,1,1.0,361,2,1.0,3
1200.0,77.625623,12.91313067,3.0,1,1.0,273,2,2.0,3
1250.0,77.687802,12.9275147,4.0,1,2.0,203,2,2.0,0
600.0,77.68814429,12.99107616,5.0,0,1.0,484,2,4.0,3
950.0,77.53994247,12.92942754,1.0,2,2.0,305,2,1.0,3
1200.0,77.59307472,12.92268302,1.0,1,2.0,361,2,1.0,2
1012.0,77.73066711,12.93951702,13.0,1,2.0,744,2,4.0,0
1200.0,77.65756539,12.96175285,3.0,2,2.0,374,2,0.0,0
800.0,77.5045565,12.90264666,3.0,1,2.0,692,2,0.0,3
1250.0,77.70840575,12.96340868,4.0,1,2.0,499,2,3.0,0
500.0,77.64472068,12.90805432,4.0,0,1.0,283,1,4.0,3
900.0,77.52119892,12.92045716,2.0,1,2.0,597,2,1.0,0
800.0,77.74065561,12.94213986,4.0,0,1.0,744,0,4.0,0
550.0,77.57773662,12.93269639,2.0,1,1.0,361,2,1.0,0
700.0,77.63846588,12.95785661,2.0,1,2.0,223,0,2.0,0
1115.0,77.74547352,12.98291383,3.0,1,2.0,775,2,3.0,0
1476.0,77.6490531,12.95561243,1.0,2,2.0,525,2,0.0,0
1200.0,77.5520854,12.92782203,4.0,2,2.0,119,1,4.0,1
1000.0,77.57738798,12.99222177,3.0,1,2.0,455,2,1.0,3
1500.0,77.70712899,12.95688313,11.0,2,2.0,499,2,6.0,0
800.0,77.63210231,12.91145821,2.0,1,1.0,273,2,2.0,0
300.0,77.57346979,12.92958489,2.0,5,1.0,361,2,2.0,3
600.0,77.58471907,12.91175913,1.0,1,1.0,338,2,1.0,2
560.0,77.6149982,12.95239934,5.0,0,1.0,553,1,4.0,3
1750.0,77.52384926,12.92411263,4.0,3,3.0,612,2,1.0,0
450.0,77.54012283,12.91465627,3.0,0,1.0,52,2,1.0,1
1555.0,77.7682313,12.97017735,5.0,2,3.0,545,2,0.0,0
1200.0,77.7554677,12.98582508,4.0,2,2.0,393,2,3.0,1
1000.0,77.6000029,12.93083277,2.0,1,2.0,361,2,1.0,0
500.0,77.61475039,12.9219925,4.0,0,1.0,89,2,1.0,3
950.0,77.71024769,12.94404384,3.0,1,2.0,520,2,1.0,0
1080.0,77.54189336,12.97542116,2.0,2,2.0,762,1,2.0,3
750.0,77.601808,12.92110784,2.0,1,1.0,89,2,2.0,3
1200.0,77.58217727,12.99815544,4.0,1,2.0,668,2,3.0,1
1450.0,77.6218629,12.9462606,6.0,2,2.0,384,2,2.0,2
1050.0,77.70708466,12.90436459,13.0,1,2.0,646,2,4.0,0
2200.0,77.7480609,12.9320824,0.0,2,4.0,744,2,0.0,0
1100.0,77.7505727,12.9834827,5.0,1,2.0,588,2,0.0,1
1680.0,77.694865,12.928852,8.0,2,3.0,47,2,7.0,0
1150.0,77.64431622,12.94784401,3.0,1,2.0,56,2,2.0,0
1325.0,77.6180068,12.91695846,4.0,1,2.0,89,2,1.0,0
800.0,77.62881048,12.94502884,2.0,1,2.0,232,2,1.0,2
480.0,77.61068852,12.90863509,4.0,1,2.0,86,2,3.0,1
800.0,77.54205964,12.96748859,3.0,0,1.0,763,2,1.0,3
1744.0,77.6976922,12.9172696,4.0,2,3.0,47,2,1.0,0
700.0,77.66824427,12.99184278,3.0,0,1.0,484,2,1.0,0
350.0,77.67121546,12.96764644,3.0,0,1.0,395,1,3.0,3
500.0,77.60873485,12.92056337,4.0,0,2.0,89,2,1.0,1
1930.0,77.711278,12.979968,14.0,2,3.0,662,2,2.0,0
1250.0,77.68098888,12.9828546,3.0,2,2.0,395,2,3.0,0
450.0,77.69643099,12.95639374,2.0,0,1.0,499,1,2.0,3
350.0,77.6660281,12.9795213,3.0,0,1.0,158,2,3.0,1
750.0,77.7599694,12.93919242,4.0,1,2.0,481,2,3.0,0
800.0,77.63163128,12.90016752,3.0,1,1.0,246,1,3.0,3
1250.0,77.61018192,12.92222153,5.0,1,2.0,90,2,1.0,0
1800.0,77.720702,12.991873,10.0,2,3.0,126,2,7.0,0
1200.0,77.53959754,12.93036817,0.0,1,2.0,305,1,0.0,0
300.0,77.7302785,12.90805921,0.0,5,1.0,388,2,0.0,0
900.0,77.5346643,12.9832627,3.0,2,2.0,128,2,1.0,3
970.0,77.52394104,12.92505264,4.0,1,2.0,612,2,0.0,0
500.0,77.61612702,12.91918766,5.0,0,1.0,352,2,1.0,3
700.0,77.7499467,12.9697999,3.0,1,1.0,775,2,2.0,0
1300.0,77.6193762,12.905028,5.0,1,2.0,149,2,3.0,0
1570.0,77.7593401,12.9950939,14.0,2,2.0,488,2,6.0,0
750.0,77.55341758,12.97810327,2.0,0,1.0,604,2,1.0,3
600.0,77.61928456,12.92202311,4.0,0,1.0,90,2,2.0,3
720.0,77.60935278,12.90946386,2.0,1,1.0,86,2,1.0,3
975.0,77.65681884,12.97900905,3.0,1,2.0,158,0,3.0,0
500.0,77.57630627,12.90302347,3.0,0,1.0,337,2,1.0,3
1200.0,77.53290947,12.99227859,2.0,1,2.0,128,2,0.0,3
1085.0,77.75348451,12.99946963,4.0,1,2.0,452,2,0.0,0
600.0,77.67055939,12.96951225,2.0,1,1.0,395,1,1.0,3
300.0,77.64593027,12.98738587,3.0,0,1.0,555,2,0.0,3
800.0,77.6774955,12.9258007,4.0,1,2.0,47,2,1.0,0
1500.0,77.60987982,12.93260844,1.0,1,1.0,701,2,1.0,0
2500.0,77.55590003,12.90062241,3.0,3,4.0,307,2,2.0,0
1200.0,77.71569806,12.95207007,3.0,1,2.0,499,2,0.0,0
1200.0,77.62455982,12.98113386,3.0,1,3.0,731,2,2.0,1
1600.0,77.55657717,12.91543189,3.0,2,3.0,565,2,2.0,0
1884.0,77.66902248,12.92500114,9.0,2,2.0,260,0,3.0,0
1020.0,77.6166526,12.90080342,4.0,1,2.0,149,2,2.0,0
650.0,77.50529914,12.97371101,3.0,1,1.0,64,2,1.0,3
1560.0,77.67083998,12.9267865,4.0,2,2.0,135,2,4.0,0
1379.0,77.66547655,12.92560345,3.0,1,2.0,314,2,2.0,0
620.0,77.6355683,12.97416989,4.0,0,1.0,287,1,2.0,3
1025.0,77.6959723,12.9058843,4.0,1,2.0,211,2,4.0,0
1400.0,77.54626618,12.90771367,4.0,2,2.0,734,2,4.0,0
1600.0,77.572103,12.903234,6.0,2,3.0,782,2,3.0,0
1450.0,77.7528744,12.963363,10.0,1,2.0,590,2,5.0,0
1200.0,77.60261227,12.91943322,2.0,2,3.0,96,2,2.0,0
1100.0,77.69530243,12.97199502,3.0,1,2.0,218,2,2.0,2
700.0,77.70051493,12.95271135,3.0,0,1.0,499,2,1.0,0
1000.0,77.5462905,12.9071679,2.0,1,1.0,734,2,0.0,3
300.0,77.71196634,12.96991711,5.0,0,1.0,458,2,2.0,2
2400.0,77.62861666,12.90105771,12.0,2,3.0,149,0,2.0,1
540.0,77.66650506,12.9147487,5.0,0,1.0,294,2,2.0,3
1100.0,77.652552,12.97598361,2.0,1,2.0,321,2,1.0,0
1345.0,77.6918131,12.97791665,5.0,2,2.0,221,2,4.0,0
1374.0,77.58861728,12.94108279,3.0,2,3.0,361,2,3.0,0
1500.0,77.51904179,12.91433935,3.0,2,3.0,612,2,2.0,0
1200.0,77.59278766,12.90026769,2.0,1,2.0,337,2,0.0,3
800.0,77.5557518,12.93813931,2.0,1,2.0,102,1,2.0,2
1000.0,77.7439777,12.98536744,2.0,1,1.0,775,0,2.0,0
1000.0,77.5435215,12.9345271,2.0,1,2.0,104,1,2.0,1
975.0,77.57250062,12.9333476,1.0,1,2.0,361,1,0.0,3
950.0,77.7218157,12.92255028,3.0,1,2.0,263,2,2.0,3
1400.0,77.59924485,12.90033704,4.0,1,2.0,585,2,3.0,0
500.0,77.53045089,12.92541353,3.0,1,1.0,305,2,2.0,3
1550.0,77.72357763,12.99896362,5.0,2,3.0,452,2,3.0,0
950.0,77.67169321,12.97729778,3.0,1,2.0,395,2,0.0,1
900.0,77.6952031,12.9394137,4.0,1,2.0,390,2,4.0,0
1400.0,77.55610216,12.92962765,3.0,2,2.0,757,2,3.0,0
1165.0,77.74054933,12.97824027,4.0,2,2.0,580,2,3.0,0
900.0,77.58623593,12.90502293,2.0,1,1.0,331,2,1.0,3
700.0,77.56747706,12.95971041,2.0,1,1.0,168,2,2.0,2
700.0,77.62380212,12.95064057,1.0,0,2.0,231,2,0.0,0
1200.0,77.63078656,12.93876584,3.0,2,2.0,232,2,2.0,0
2200.0,77.726751,12.985145,12.0,2,3.0,776,2,5.0,0
450.0,77.6981299,12.9493532,5.0,0,1.0,499,0,3.0,0
1250.0,77.54394177,12.9669291,2.0,1,2.0,762,2,0.0,3
800.0,77.60957189,12.91983643,4.0,1,2.0,91,0,4.0,3
1065.0,77.71813008,12.98236932,4.0,1,2.0,662,2,4.0,0
1250.0,77.7415484,12.9608367,5.0,1,2.0,775,2,3.0,0
1200.0,77.58562592,12.90016544,4.0,1,2.0,343,2,1.0,0
1225.0,77.5105002,12.9050781,4.0,2,2.0,173,2,2.0,0
1300.0,77.73712493,12.93966202,4.0,1,2.0,744,2,2.0,0
700.0,77.57236136,12.93034265,2.0,1,1.0,124,2,2.0,3
700.0,77.63094123,12.94142851,2.0,1,1.0,232,2,1.0,2
600.0,77.53707226,12.9526283,1.0,1,1.0,762,2,0.0,2
600.0,77.6387692,12.95383694,2.0,5,1.0,223,2,2.0,3
1350.0,77.63410809,12.93397436,4.0,1,2.0,438,0,1.0,0
3050.0,77.72479022,12.96907939,4.0,3,4.0,151,2,3.0,0
1100.0,77.55156713,12.98346388,1.0,1,1.0,604,1,1.0,3
600.0,77.63661142,12.97640037,3.0,0,1.0,325,2,2.0,3
250.0,77.60677411,12.91681526,2.0,5,1.0,19,2,0.0,3
700.0,77.62379173,12.95060626,2.0,0,1.0,232,2,2.0,3
1075.0,77.5898789,12.9019456,4.0,1,2.0,334,2,1.0,1
900.0,77.6285344,12.9245964,0.0,1,1.0,438,1,0.0,3
700.0,77.61071605,12.90867137,3.0,1,1.0,695,2,0.0,3
500.0,77.52596047,12.97056297,2.0,0,1.0,762,2,0.0,3
1200.0,77.6491389,12.9100713,3.0,2,2.0,273,2,1.0,2
1500.0,77.52278276,12.94851909,1.0,2,3.0,551,2,1.0,0
1150.0,77.70827529,12.96529819,2.0,1,2.0,499,2,2.0,0
1200.0,77.61962057,12.99933477,3.0,2,2.0,592,2,3.0,0
1545.0,77.6482474,12.9016999,4.0,2,2.0,195,2,1.0,0
950.0,77.5913299,12.9288617,4.0,1,2.0,361,2,3.0,0
3578.0,77.74364471,12.96286488,0.0,3,4.0,775,2,0.0,1
601.0,77.55722331,12.90654314,2.0,1,2.0,456,2,1.0,3
800.0,77.6419546,12.96320518,4.0,1,2.0,325,2,2.0,0
1600.0,77.64211273,12.95718193,12.0,2,2.0,223,2,2.0,0
700.0,77.67580068,12.90431344,4.0,1,2.0,409,2,1.0,0
1360.0,77.55378104,12.9084746,5.0,2,2.0,734,2,3.0,0
930.0,77.67775859,12.99616533,2.0,1,1.0,484,2,1.0,0
500.0,77.70787059,12.94872893,5.0,0,1.0,520,2,2.0,3
1100.0,77.66400267,12.99348485,3.0,1,2.0,158,2,0.0,3
1200.0,77.6953984,12.9071297,2.0,1,2.0,211,2,2.0,0
1000.0,77.62049194,12.93784954,2.0,1,2.0,438,2,0.0,3
800.0,77.51655127,12.93377109,2.0,1,2.0,603,2,2.0,0
850.0,77.58869813,12.92289504,2.0,1,2.0,370,2,1.0,3
600.0,77.64034761,12.90407132,3.0,0,1.0,273,2,1.0,3
1200.0,77.595007,12.992663,4.0,2,2.0,749,1,4.0,3
1230.0,77.680961,12.9128965,23.0,1,2.0,398,2,3.0,0
500.0,77.60241954,12.93960427,3.0,1,1.0,470,2,1.0,3
1000.0,77.59768146,12.94300808,3.0,0,1.0,778,1,1.0,2
700.0,77.62773158,12.99919491,2.0,1,2.0,193,1,2.0,3
1200.0,77.5408042,12.9162349,2.0,1,2.0,44,2,1.0,0
950.0,77.67338379,12.90097386,3.0,1,2.0,229,2,3.0,0
1200.0,77.5864074,12.9028071,6.0,1,2.0,330,2,3.0,0
400.0,77.55288484,12.93871154,1.0,0,1.0,102,1,0.0,3
2072.0,77.72947395,12.99118138,18.0,2,4.0,714,2,3.0,0
1100.0,77.65560372,12.97046373,4.0,2,2.0,559,2,2.0,0
1200.0,77.53438229,12.9347562,3.0,1,2.0,109,2,0.0,0
600.0,77.54580583,12.92074672,1.0,1,1.0,3,2,1.0,2
600.0,77.64330815,12.90812689,4.0,1,2.0,273,2,3.0,3
1200.0,77.57677592,12.92505013,1.0,1,2.0,361,2,1.0,3
1300.0,77.5163018,12.9576529,5.0,1,2.0,539,2,4.0,1
900.0,77.5435215,12.9345271,8.0,1,2.0,82,2,4.0,0
1290.0,77.7148819,12.98981953,3.0,1,2.0,311,2,0.0,0
800.0,77.64762387,12.91177325,3.0,0,1.0,273,2,3.0,3
570.0,77.64190301,12.9752129,1.0,0,1.0,325,0,0.0,3
1000.0,77.7183141,12.9861959,4.0,1,2.0,662,2,3.0,0
1280.0,77.6846989,12.9103529,17.0,2,2.0,601,2,12.0,0
400.0,77.61368832,12.91230653,3.0,0,1.0,89,2,3.0,3
900.0,77.5291974,12.95789312,2.0,1,1.0,72,2,1.0,3
1280.0,77.51979125,12.96291342,2.0,1,2.0,539,2,1.0,0
650.0,77.56708508,12.99767657,4.0,1,2.0,496,2,0.0,3
850.0,77.7148376,12.9712301,4.0,1,2.0,151,2,2.0,3
1350.0,77.6049053,12.9636052,2.0,2,2.0,191,2,1.0,3
1100.0,77.58992884,12.93019559,2.0,2,2.0,361,2,1.0,3
1050.0,77.65675631,12.95829118,4.0,1,2.0,526,2,0.0,0
450.0,77.69327572,12.97152085,4.0,0,1.0,218,2,3.0,3
1000.0,77.55093756,12.91665568,3.0,1,1.0,182,2,2.0,0
600.0,77.50334349,12.9603051,2.0,5,1.0,64,2,2.0,3
650.0,77.67835446,12.90393266,3.0,1,2.0,409,2,1.0,2
1305.0,77.7340312,12.9725374,5.0,1,2.0,548,2,0.0,0
900.0,77.61312784,12.90836194,2.0,1,2.0,89,1,0.0,3
300.0,77.60007388,12.95794499,2.0,0,2.0,237,1,0.0,2
700.0,77.54559658,12.99755917,3.0,1,2.0,534,2,0.0,3
1070.0,77.64429952,12.90160962,4.0,1,2.0,273,2,3.0,0
500.0,77.61280188,12.91932524,2.0,0,1.0,89,2,2.0,3
1936.0,77.7514267,12.98527718,19.0,2,3.0,776,2,18.0,1
700.0,77.7058579,12.9684491,5.0,0,1.0,188,2,3.0,1
1400.0,77.58767277,12.92854188,8.0,2,2.0,361,2,1.0,0
480.0,77.63175218,12.93996398,3.0,5,1.0,232,2,3.0,3
1220.0,77.68472535,12.99141057,4.0,1,2.0,484,2,3.0,0
500.0,77.61590977,12.94014137,2.0,0,1.0,438,2,0.0,2
700.0,77.55464589,12.94488132,2.0,1,1.0,102,2,0.0,0
1065.0,77.7136749,12.9604694,4.0,1,2.0,38,2,0.0,0
1700.0,77.65076633,12.90201494,4.0,2,3.0,273,2,1.0,0
750.0,77.613259,12.9554965,2.0,1,2.0,553,2,1.0,3
790.0,77.6416566,12.9590115,7.0,0,1.0,223,2,0.0,0
600.0,77.60754558,12.92559688,5.0,0,1.0,701,2,3.0,3
2500.0,77.52063637,12.95841232,2.0,4,4.0,170,2,0.0,0
1450.0,77.55294662,12.91133943,3.0,2,2.0,734,2,2.0,1
1290.0,77.52213974,12.90525687,4.0,1,2.0,613,1,1.0,1
550.0,77.63194358,12.91173673,4.0,0,1.0,273,0,3.0,0
400.0,77.68259014,12.96297645,0.0,1,1.0,766,1,0.0,2
700.0,77.70910783,12.94481158,4.0,0,1.0,520,2,1.0,0
800.0,77.5213099,12.90330968,3.0,1,2.0,597,2,3.0,0
1000.0,77.53899845,12.97215264,3.0,1,2.0,762,2,3.0,3
1165.0,77.7591009,12.99554118,14.0,1,2.0,488,2,10.0,0
1200.0,77.56488568,12.91889284,1.0,1,2.0,83,2,0.0,3
1700.0,77.63830684,12.91525301,2.0,2,2.0,273,2,1.0,0
1000.0,77.71218025,12.96604345,5.0,1,2.0,151,2,0.0,3
1190.0,77.73382898,12.97265631,4.0,1,2.0,548,2,1.0,0
1420.0,77.6724762,12.914521,6.0,2,2.0,741,2,6.0,0
1400.0,77.644932,12.985947,9.0,2,3.0,634,2,5.0,0
2500.0,77.5753609,12.9421166,2.0,2,3.0,125,2,1.0,0
900.0,77.55546882,12.9179543,3.0,1,1.0,565,2,1.0,0
900.0,77.72760558,12.96399338,1.0,1,2.0,151,2,0.0,2
700.0,77.53983414,12.92950597,2.0,1,1.0,305,2,1.0,3
900.0,77.58555481,12.90993839,2.0,1,2.0,337,2,0.0,3
1150.0,77.6711615,12.9270389,4.0,1,2.0,135,0,3.0,0
1100.0,77.71747589,12.91742229,4.0,1,2.0,162,2,0.0,0
1155.0,77.7049524,12.94067123,5.0,1,2.0,571,2,4.0,1
350.0,77.6054281,12.9261962,3.0,0,1.0,712,1,3.0,3
500.0,77.61571711,12.94180254,3.0,0,1.0,438,2,0.0,2
1180.0,77.7186942,12.9828931,4.0,1,2.0,660,2,0.0,0
550.0,77.67628897,12.92716667,4.0,0,1.0,135,2,3.0,1
1000.0,77.55938644,12.90092034,2.0,1,1.0,456,1,2.0,3
1200.0,77.51155035,12.91423788,0.0,2,2.0,597,2,0.0,0
1150.0,77.56996334,12.92340463,2.0,1,2.0,102,2,2.0,3
360.0,77.63542985,12.91899447,1.0,0,1.0,276,2,1.0,3
1000.0,77.55149208,12.92436586,1.0,1,2.0,104,2,0.0,0
800.0,77.53544045,12.96705692,2.0,1,1.0,763,2,1.0,3
700.0,77.63489866,12.92271794,2.0,0,1.0,438,2,0.0,3
600.0,77.74413443,12.94209189,3.0,0,1.0,744,2,2.0,0
1270.0,77.51279323,12.92845498,50.0,1,2.0,597,2,3.0,0
1365.0,77.7406847,12.9686625,4.0,1,2.0,775,2,3.0,0
1100.0,77.7242522,12.9395565,4.0,1,2.0,98,2,1.0,0
700.0,77.56589709,12.99521922,3.0,1,1.0,694,2,2.0,3
400.0,77.6137291,12.92601215,3.0,0,1.0,273,1,3.0,3
1450.0,77.5199995,12.906479,3.0,2,3.0,602,2,2.0,1
450.0,77.63082441,12.94156968,1.0,1,2.0,232,2,1.0,3
1300.0,77.67049283,12.91902355,4.0,1,2.0,135,2,1.0,0
750.0,77.54998429,12.99781908,3.0,1,1.0,534,2,3.0,0
1588.0,77.59242715,12.9099931,5.0,2,3.0,337,2,0.0,3
1755.0,77.7441555,12.9753703,13.0,2,3.0,222,2,5.0,0
1800.0,77.7477416,12.9587926,3.0,2,3.0,775,2,1.0,0
1650.0,77.60389591,12.9376578,3.0,1,2.0,49,2,1.0,0
900.0,77.5435215,12.9345271,2.0,1,1.0,106,2,0.0,3
900.0,77.66087217,12.95894716,2.0,1,2.0,525,2,0.0,3
1112.0,77.67944458,12.92768857,8.0,1,2.0,135,2,7.0,1
900.0,77.62495514,12.9480989,2.0,1,2.0,232,1,1.0,3
1530.0,77.5107483,12.93195263,5.0,2,2.0,597,2,5.0,1
1000.0,77.65821828,12.96022961,4.0,1,2.0,374,2,2.0,0
1260.0,77.75233576,12.98017177,4.0,1,2.0,775,0,4.0,0
1200.0,77.51635284,12.93232547,1.0,2,2.0,597,2,1.0,0
800.0,77.56002592,12.9361732,2.0,1,2.0,102,1,0.0,3
600.0,77.61803837,12.94321927,2.0,1,1.0,438,2,1.0,3
1900.0,77.73829221,12.96980471,14.0,1,2.0,548,2,9.0,0
1110.0,77.73078918,12.98551846,4.0,1,2.0,776,2,3.0,0
1345.0,77.6983574,12.9171353,10.0,2,3.0,47,2,5.0,0
450.0,77.68222805,12.97137202,3.0,0,1.0,123,2,0.0,0
500.0,77.5981971,12.90694758,3.0,1,1.0,337,2,0.0,3
1012.0,77.73066711,12.93951702,13.0,1,2.0,744,2,2.0,0
1200.0,77.73227872,12.95915688,10.0,1,2.0,674,2,9.0,0
600.0,77.6190723,12.9544874,2.0,0,1.0,772,2,1.0,3
600.0,77.62548455,12.97475682,4.0,0,1.0,731,2,2.0,2
1000.0,77.67515693,12.9923622,2.0,1,2.0,484,2,0.0,0
1460.0,77.72884807,12.93997048,5.0,2,3.0,744,2,2.0,0
900.0,77.585513,12.90563566,4.0,1,2.0,337,2,1.0,3
1300.0,77.63605205,12.95974053,2.0,2,2.0,223,2,0.0,3
500.0,77.74716989,12.93831767,4.0,0,1.0,744,2,1.0,3
1100.0,77.55906585,12.95583207,3.0,1,2.0,168,2,2.0,0
2160.0,77.7324062,12.9617125,14.0,2,3.0,151,2,12.0,0
1070.0,77.509414,12.9132596,4.0,1,2.0,597,2,3.0,0
1900.0,77.7490387,12.97076225,4.0,3,4.0,776,2,4.0,0
630.0,77.6307221,12.90266759,3.0,1,2.0,149,2,0.0,3
1850.0,77.6970491,12.9312065,19.0,2,3.0,141,2,1.0,1
1070.0,77.76887,12.9673927,4.0,1,2.0,320,2,0.0,0
1205.0,77.7574666,12.9818137,4.0,1,2.0,775,2,3.0,0
900.0,77.68937051,12.98710738,4.0,1,2.0,484,1,0.0,0
1200.0,77.67648834,12.90667534,12.0,1,2.0,409,2,8.0,1
1133.0,77.66409253,12.99354736,4.0,1,2.0,158,2,1.0,1
450.0,77.70086299,12.9689069,2.0,0,1.0,214,2,1.0,3
1120.0,77.69256075,12.93329677,5.0,1,2.0,390,0,4.0,0
600.0,77.61032414,12.92200521,2.0,1,1.0,89,2,0.0,3
800.0,77.51626721,12.97803595,3.0,1,1.0,539,2,2.0,3
300.0,77.65702764,12.95873377,2.0,0,1.0,525,2,1.0,3
1180.0,77.62190057,12.90991207,5.0,1,2.0,149,2,2.0,0
450.0,77.570176,12.935376,1.0,1,1.0,124,2,1.0,3
540.0,77.59635254,12.94741757,3.0,0,1.0,778,2,2.0,2
1250.0,77.54491601,12.92244701,4.0,2,2.0,104,2,1.0,0
600.0,77.58759263,12.91167596,1.0,0,1.0,330,2,1.0,3
400.0,77.55626327,12.94167001,2.0,0,1.0,112,1,2.0,3
700.0,77.55693147,12.93786437,2.0,1,1.0,102,2,0.0,3
1260.0,77.52737542,12.90431696,11.0,2,2.0,140,2,3.0,0
400.0,77.5812325,12.9218178,3.0,0,2.0,361,2,1.0,0
1875.0,77.7551868,12.9826432,14.0,2,3.0,61,2,8.0,0
1000.0,77.57031799,12.944811,3.0,1,2.0,124,2,3.0,1
1200.0,77.54271385,12.93353354,3.0,1,2.0,102,2,2.0,0
550.0,77.62670359,12.94901551,2.0,1,2.0,232,2,0.0,3
1820.0,77.5876422,12.9356961,9.0,2,3.0,359,2,4.0,0
1000.0,77.65229811,12.91175157,3.0,1,2.0,273,2,2.0,0
600.0,77.5130002,12.9745997,2.0,1,1.0,541,2,2.0,3
1100.0,77.5580216,12.9122922,2.0,1,2.0,566,2,1.0,3
1600.0,77.53554981,12.93440356,2.0,2,3.0,102,2,2.0,1
1165.0,77.75051117,12.98185921,4.0,1,2.0,776,2,4.0,0
1050.0,77.58533061,12.90568795,2.0,1,2.0,337,2,1.0,3
750.0,77.57164392,12.93297115,1.0,1,1.0,124,2,0.0,3
1800.0,77.56445154,12.90298749,2.0,2,3.0,456,2,0.0,0
1309.0,77.6857631,12.9098984,14.0,1,2.0,601,2,11.0,1
1800.0,77.7526449,12.9839764,4.0,2,3.0,304,2,1.0,0
1280.0,77.5753609,12.9421166,3.0,1,2.0,124,2,3.0,1
1839.0,77.7514267,12.98527718,19.0,2,3.0,776,0,14.0,0
500.0,77.6101163,12.9165757,3.0,0,1.0,89,1,0.0,3
1100.0,77.5462195,12.9737072,2.0,2,2.0,762,2,1.0,0
1200.0,77.74757713,12.9663203,5.0,1,2.0,775,2,1.0,0
1800.0,77.61011082,12.97051825,3.0,2,3.0,70,2,3.0,0
1270.0,77.6979273,12.9372629,4.0,1,2.0,391,2,0.0,0
1500.0,77.59416606,12.90865171,1.0,1,2.0,337,2,1.0,0
1050.0,77.7140836,12.9606328,4.0,1,2.0,38,2,2.0,0
900.0,77.54431586,12.95540201,2.0,1,2.0,261,2,0.0,3
1182.0,77.7078499,12.9581531,4.0,2,2.0,499,2,3.0,0
450.0,77.65285281,12.92056763,3.0,0,1.0,273,2,3.0,3
1000.0,77.53890782,12.98960802,2.0,1,1.0,128,2,1.0,3
1227.0,77.74418075,12.95759394,4.0,1,2.0,616,2,0.0,0
800.0,77.67292023,12.96132755,3.0,1,2.0,754,2,1.0,0
1100.0,77.54851722,12.90866222,2.0,1,2.0,182,2,0.0,3
735.0,77.72260194,12.9690458,15.0,1,1.0,458,2,11.0,0
1575.0,77.6663913,12.9950797,6.0,2,3.0,484,2,6.0,0
1263.0,77.7588648,12.976049,4.0,1,2.0,775,2,2.0,0
600.0,77.62854675,12.90639912,4.0,0,1.0,149,2,3.0,3
1700.0,77.6869667,12.9854042,5.0,1,2.0,484,2,1.0,0
1150.0,80.06783496,12.91507847,2.0,2,2.0,742,1,1.0,0
1450.0,77.52557558,12.94233851,4.0,2,3.0,551,2,1.0,0
800.0,77.627517,12.999174,2.0,1,1.0,193,2,2.0,0
1200.0,77.55315541,12.99453772,3.0,1,1.0,611,2,0.0,0
1406.0,77.64596053,12.90483526,8.0,2,2.0,273,2,0.0,0
1600.0,77.7179932,12.9563015,14.0,2,3.0,151,2,8.0,0
1400.0,77.69836426,12.9177084,4.0,2,2.0,135,2,1.0,0
1800.0,77.7480609,12.9320824,1.0,2,3.0,286,2,1.0,0
1675.0,77.51075602,12.92461683,2.0,2,3.0,597,2,0.0,0
